,departement,dep_nom,Nom lieu,Adresse postale,Numero de téléphone,Site Web,Nom Prenom du référent,Mail contact,Activites proposees,Activites-codes,Initions et/ou formations proposées,Formations-codes,Conditions d'acces,acces-codes,Public,publics-codes,APTIC,Date de mise a jour,URL illustration / Logo,latitude,longitude,result_label,result_score,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district
72160,72,Sarthe,Cyber Espace De Tuffé,2 Rue Verte 72160 Tuffe ,02 43 71 86 20,Http://Www.Lalaverie.Org/Spip3.1/Spip.Php?Rubrique4,NR,Contact@Lalaverie.Org,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,Tous publics,Tp,Non,,,48.113526,0.513598,2 Rue Verte 72160 Tuffé Val de la Chéronne,0.7,housenumber,72363_0540_00002,2,Rue Verte,,72160,Tuffé Val de la Chéronne,"72, Sarthe, Pays de la Loire",72363,72363,Tuffé,
72160,72,Sarthe,Cyber-base Tuffé,4 Passage de la Gare 72160 Tuffé Val de la Chéronne,02 43 71 86 20,http://www.tuffe.fr/cyberbase,NR,cybertuffe@lalaverie.org,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,NR,NR,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,Non,,,48.113526,0.513598,Passage de la Gare 72160 Tuffé Val de la Chéronne,0.9,street,72363_0238,,Passage de la Gare,,72160,Tuffé Val de la Chéronne,"72, Sarthe, Pays de la Loire",72363,72363,Tuffé,
72160,72,Sarthe,Cyberbase De Connerré,1 Rue De L'abreuvoir 72160 Connerre,02 43 82 45 22,Http://Www.Cc-Gesnoisbilurien.Fr/Index.Php/Loisirs-Tourisme/Espaces-Numeriques,NR,Cyberbase@Cc-Brieresgesnois.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,Tous publics,Tp,Non,,,48.060852,0.497103,1 Rue de l'Abreuvoir 72160 Connerré,0.95,housenumber,72090_0020_00001,1,Rue de l'Abreuvoir,,72160,Connerré,"72, Sarthe, Pays de la Loire",72090,,,
72160,72,Sarthe,Espace Numérique,Rue De La Mairie Tuffe Val-De-Cheronne,02 43 93 47 21,Http://Www.Tuffe.Fr/,NR,Tuffe.Mairie@Wanadoo.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,Tous publics,Tp,Non,,,48.111651,0.519208,Rue de la Mairie 72160 Tuffé Val de la Chéronne,0.88,street,72363_0400,,Rue de la Mairie,,72160,Tuffé Val de la Chéronne,"72, Sarthe, Pays de la Loire",72363,72363,Tuffé,
72160,72,Sarthe,Espace Public Numérique,1 Rue de l'Abreuvoir 72160 Connerré,02 43 82 45 22,https://www.cc-gesnoisbilurien.fr/culture-loisirs/espaces-publics-numeriques,NR,cyberbase@cc-brieresgesnois.fr,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,NR,NR,NR,NR,Non,,,48.060852,0.497103,1 Rue de l'Abreuvoir 72160 Connerré,0.95,housenumber,72090_0020_00001,1,Rue de l'Abreuvoir,,72160,Connerré,"72, Sarthe, Pays de la Loire",72090,,,
72160,72,Sarthe,Espace Public Numérique,48  rue de Paris 72160 Connerré,02 43 82 45 22,https://www.cc-gesnoisbilurien.fr/culture-loisirs/espaces-publics-numeriques/,NC,cyberbase@cc-gesnoisbilurien.fr,Prise en main du matérielPrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement internet,PrMa-PrLo-PrIn-DeAd--ApIn,InitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,In-AcCo-Au-AcIn,GratuitPayant,G-P-,Tous publics,Tp,Non,16/10/2020,,48.060907,0.497308,48 Rue de Paris 72160 Connerré,0.96,housenumber,72090_0660_00048,48,Rue de Paris,,72160,Connerré,"72, Sarthe, Pays de la Loire",72090,,,
72170,72,Sarthe,Centre Social Georges Rouault,21 Avenue De La Division Leclerc 72170 Beaumont-Sur-Sarthe,02 43 97 50 70,http://www.beaumontsursarthe.com/index.php/2-non-categorise/65-centre-social,NR,Centre.Georges.Rouault@Wanadoo.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,,48.227254,0.127532,21 Avenue de la Division Leclerc 72170 Beaumont-sur-Sarthe,0.96,housenumber,72029_0420_00021,21,Avenue de la Division Leclerc,,72170,Beaumont-sur-Sarthe,"72, Sarthe, Pays de la Loire",72029,,,
72170,72,Sarthe,Espace De Coworking Village Factory,13 Place de la Libération 72170 Beaumont-sur-Sarthe,02 22 51 17 92,http://annuaire.mediation-numerique.fr/epn_2718.html,CARLIER Claudine,ccarlier@cyber-base.org,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,NR,NR,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,Non,,,48.226075,0.128174,13 Place de la Liberation 72170 Beaumont-sur-Sarthe,0.95,housenumber,72029_0680_00013,13,Place de la Liberation,,72170,Beaumont-sur-Sarthe,"72, Sarthe, Pays de la Loire",72029,,,
72170,72,Sarthe,Espace Numérique,8 Rue Pierreuse 72170 Segrie,02 43 97 07 33,NR,NR,Mairie.Segrie@Wanadoo.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,,48.200328,0.027017,8 Rue Pierreuse 72170 Ségrie,0.95,housenumber,72332_0124_00008,8,Rue Pierreuse,,72170,Ségrie,"72, Sarthe, Pays de la Loire",72332,,,
72190,72,Sarthe,Mairie,Square Weyhe 72190 Coulaines,02 43 74 35 35,Http://Www.Coulaines.Fr/,NR,,Démarches administratives en ligneConseils,DeAd-Co,Accompagnements individuelsAutonomie,AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,,48.023491,0.20197,Square Weyhe 72190 Coulaines,0.95,street,72095_0461,,Square Weyhe,,72190,Coulaines,"72, Sarthe, Pays de la Loire",72095,,,
72190,72,Sarthe,Mission Locale Nord,4 Place De L'europe 72190 Coulaines,02 43 84 16 60,https://www.coulaines.fr/contacts/mission-locale/,NR,Pas De Contact Mail,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,,48.02254,0.20807,4 Place de l'Europe 72190 Coulaines,0.96,housenumber,72095_0110_00004,4,Place de l'Europe,,72190,Coulaines,"72, Sarthe, Pays de la Loire",72095,,,
72200,72,Sarthe,Espace De Coworking,1 Rue Nicolas Appert 72200 La Fleche,02 43 48 66 11,Http://Www.Cogito-Lafleche.Com,NR,Contact@Cogito-Lafleche.Com,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,GratuitConditions particulières,G-CondP,Tous publics,Tp,Non,,,47.707415,-0.09649,1 Rue Nicolas Appert 72200 La Flèche,0.96,housenumber,72154_3371_00001,1,Rue Nicolas Appert,,72200,La Flèche,"72, Sarthe, Pays de la Loire",72154,,,
72200,72,Sarthe,Espace Multimédia,2 rue Nicolas Appert - 72200 La Flèche,06 85 03 92 86,https://www.paysflechois.fr/sports-et-loisirs/espace-multimedia/,FORGEARD Cédric,c.forgeard@cc-paysflechois.fr,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,Gratuit,G ,Adultes / seniors,Ad-S,Non,16/10/2020,,47.707208,-0.097506,2 Rue Nicolas Appert 72200 La Flèche,0.96,housenumber,72154_3371_00002,2,Rue Nicolas Appert,,72200,La Flèche,"72, Sarthe, Pays de la Loire",72154,,,
72200,72,Sarthe,Espace Multimédia Du Pays Flèchois,3 Rue Nicolas Appert 72200 La Fleche,02 43 45 59 82,Http://Www.Paysflechois.Fr/Sports-Et-Loisirs/Espace-Multimedia/,NR,Espace-Multimedia@Cc-Paysflechois.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,Tous publics,Tp,Non,,,47.707005,-0.096258,3 Rue Nicolas Appert 72200 La Flèche,0.96,housenumber,72154_3371_00003,3,Rue Nicolas Appert,,72200,La Flèche,"72, Sarthe, Pays de la Loire",72154,,,
72200,72,Sarthe,Espace Numérique,4 Rue Nationale 72200 Clermont-Creans,02 43 94 37 25,Http://Www.Clermont-Creans.Com/,NR,Mairie.Clermont-Creans@Wanadoo.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,,47.717456,-0.016682,4 Rue Nationale 72200 Clermont-Créans,0.96,housenumber,72084_0201_00004,4,Rue Nationale,,72200,Clermont-Créans,"72, Sarthe, Pays de la Loire",72084,,,
72200,72,Sarthe,Mairie,2 Place De La Mairie 72200 Le Bailleul,02 43 45 82 78,https://lannuaire.service-public.fr/pays-de-la-loire/sarthe/mairie-72022-01,NR,Mairielebailleul@Wanadoo.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,,47.768171,-0.161517,2 Place de la Mairie 72200 Le Bailleul,0.95,housenumber,72022_0125_00002,2,Place de la Mairie,,72200,Le Bailleul,"72, Sarthe, Pays de la Loire",72022,,,
72200,72,Sarthe,Point Information Jeunesse,48 Boulevard Gambetta 72200 La Flèche,02 43 45 68 55,https://www.infos-jeunes.fr/carte-du-reseau-information-jeunesse/point-information-jeunesse-la-fleche,NR,pij@cc-paysflechois.fr,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,Non,,,47.702368,-0.082207,48 Boulevard Gambetta 72200 La Flèche,0.97,housenumber,72154_1810_00048,48,Boulevard Gambetta,,72200,La Flèche,"72, Sarthe, Pays de la Loire",72154,,,
72200,72,Sarthe,Sablé-sur-Sarthe MDE Sarthe Sud,3 Rue Nicolas Appert 72200 La Flèche,02 43 92 67 10,https://www.sablesursarthe.fr/la-ville/la-mairie/,NR,mde.sarthesud@orange.fr,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,Non,,,47.707005,-0.096258,3 Rue Nicolas Appert 72200 La Flèche,0.96,housenumber,72154_3371_00003,3,Rue Nicolas Appert,,72200,La Flèche,"72, Sarthe, Pays de la Loire",72154,,,
72210,72,Sarthe,Communauté de communes du Val de Sarthe,27 rue du 11 novembre 72210 Val de Sarthe,02 43 83 51 12 ,https://www.val-de-sarthe.fr/,Marie Françoise DAVEAU,emploi.social@cc-valdesarthe.fr,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,Accès libre le matin du lundi au vendredi de 9 h 00 à 12 h 30 avec présence de deux techniciens pour l'accompagnement En dehors de ces horaires d'ouverture  RV nécessairePublic : de 16 à 65 ans plutôt en recherche d'emploi  formation  accès aux droits... ,CondP,Adultes / Familles,Af,Non,17/03/2020,,47.892778,0.039432,27 Rue du 11 Novembre 72210 La Suze-sur-Sarthe,0.66,housenumber,72346_0757_00027,27,Rue du 11 Novembre,,72210,La Suze-sur-Sarthe,"72, Sarthe, Pays de la Loire",72346,,,
72210,72,Sarthe,Espace emploi Roëzé,27 rue du 11 novembre 72210 LA SUZE SUR SARTHE,02 43 83 51 12,https://www.val-de-sarthe.fr/economie-decouverte/service-emploi/,NR,emploi.social@cc-valdesarthe.fr,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,Habitants de la CC,CondP,Demandeurs d’emploi; salariés en activité; congé parental; intérim; employeurs,Tp,Non,,,47.892778,0.039432,27 Rue du 11 Novembre 72210 La Suze-sur-Sarthe,0.96,housenumber,72346_0757_00027,27,Rue du 11 Novembre,,72210,La Suze-sur-Sarthe,"72, Sarthe, Pays de la Loire",72346,,,
72210,72,Sarthe,Service Emploi De La Communauté De Communes Du Val De Sarthe,27 Rue Du 11 Novembre 72210 La Suze-Sur-Sarthe,02 43 77 20 60,Http://Val-De-Sarthe.Fr/Public/Rubrique.Tpl?Id=7690,NR,Emploi.Accueil@Cc-Valdesarthe.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,,47.892778,0.039432,27 Rue du 11 Novembre 72210 La Suze-sur-Sarthe,0.96,housenumber,72346_0757_00027,27,Rue du 11 Novembre,,72210,La Suze-sur-Sarthe,"72, Sarthe, Pays de la Loire",72346,,,
72220,72,Sarthe,Cybercentre Smiden,1 Rue Sainte Anne 72200 Ecommoy,02 44 71 85 01,Http://Www.Smiden.Fr/,NR,Contact@Smiden.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,Tous publics,Tp,Non,,,47.829124,0.274247,1 Rue Sainte-anne 72220 Écommoy,0.9,housenumber,72124_1760_00001,1,Rue Sainte-anne,,72220,Écommoy,"72, Sarthe, Pays de la Loire",72124,,,
72220,72,Sarthe,Espace Emploi,2 Rue Sainte Anne 72000 Ecommoy,02 43 42 68 76,Http://Www.Cc-Berce-Belinois.Fr/,NR,Eref@Belinois,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,,47.828957,0.274041,2 Rue Sainte-anne 72220 Écommoy,0.84,housenumber,72124_1760_00002,2,Rue Sainte-anne,,72220,Écommoy,"72, Sarthe, Pays de la Loire",72124,,,
72220,72,Sarthe,Espace Rural Emploi Formation,1 Rue Sainte-Anne 72220 Ecommoy,02 43 42 68 76,https://www.cc-berce-belinois.fr/de-26-ans-2,Mme Jean CREMEY (tout public),jean.cremey@belinois.fr,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,Si la personne réside ou travaille sur le territoire de l’Orée de Bercé-Belinois,CondP,Tout public jeunes de -14 ans (PIJ); demandeurs d’emploi ou entreprises,Tp,Non,,,47.829124,0.274247,1 Rue Sainte-anne 72220 Écommoy,0.96,housenumber,72124_1760_00001,1,Rue Sainte-anne,,72220,Écommoy,"72, Sarthe, Pays de la Loire",72124,,,
72230,72,Sarthe,DEPAR (Demandeurs d'Emploi et Précaire d'Armage et ses environs),28 Avenue de la Paix 72230 Arnage,02 43 21 39 63,https://www.facebook.com/associationdepar/,NR,Depar@Wanadoo.Fr,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,Payant à coût solidaire,CondP,Adultes,A,Non,05/02/2020,,47.926367,0.187243,28 Avenue de la Paix 72230 Arnage,0.96,housenumber,72008_1380_00028,28,Avenue de la Paix,,72230,Arnage,"72, Sarthe, Pays de la Loire",72008,,,
72230,72,Sarthe,Espace Numérique,Place Du Gué Guecelard 72230 Arnage,02 43 47 07 47,Http://Www.Guecelard.Mairie72.Fr/,NR,Mairie.Guecelard.Accueil@Wanadoo.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,,47.878088,0.129368,Place du Gué 72230 Guécélard,0.76,street,72146_0142,,Place du Gué,,72230,Guécélard,"72, Sarthe, Pays de la Loire",72146,,,
72240,72,Sarthe,Centre social Conlie,Allée Marie Louise Souty 72240 Conlie,02 43 52 11 50,https://www.facebook.com/CSMLSouty/,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,Non,,,48.121936,-0.015102,Allée Marie-louise Souty 72240 Conlie,0.95,street,72089_0423,,Allée Marie-louise Souty,,72240,Conlie,"72, Sarthe, Pays de la Loire",72089,,,
72240,72,Sarthe,Centre Social Rural Du Canton De Conlie,9 Allée Marie Louise Souty 72240 Conlie,02 43 52 11 50,Http://Www.4c-Conlie.Fr/Social-Centre-Social.Php,NR,Csconlie72@Wanadoo.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,,48.122047,-0.015062,9 Allée Marie-louise Souty 72240 Conlie,0.95,housenumber,72089_0423_00009,9,Allée Marie-louise Souty,,72240,Conlie,"72, Sarthe, Pays de la Loire",72089,,,
72240,72,Sarthe,CyberCentre de Conlie,4 Rue de Gaucher 72240 Conlie,02 43 52 06 11,cybercentres.4cps.org,NR,cybercentre@4c-conlie.fr,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,NR,NR,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,Non,,,48.122915,-0.01732,4 Rue de Gaucher 72240 Conlie,0.95,housenumber,72089_0340_00004,4,Rue de Gaucher,,72240,Conlie,"72, Sarthe, Pays de la Loire",72089,,,
72240,72,Sarthe,Cybercentre De Conlie,4 Rue De Gaucher 72240 Conlie,02 43 52 06 11,Http://Cyber.4c-Conlie.Fr/,NR,Cybercentre@4c-Conlie.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,Tous publics,Tp,Non,,,48.122915,-0.01732,4 Rue de Gaucher 72240 Conlie,0.95,housenumber,72089_0340_00004,4,Rue de Gaucher,,72240,Conlie,"72, Sarthe, Pays de la Loire",72089,,,
72250,72,Sarthe,Cybercentre Smiden,1 Rue Des Ecoles 72250 Parigne-L'eveque,02 43 40 15 15,Http://Www.Smiden.Fr/,NR,Contact@Smiden.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,,47.936061,0.361437,1 Rue des Ecoles 72250 Parigné-l'Évêque,0.96,housenumber,72231_0840_00001,1,Rue des Ecoles,,72250,Parigné-l'Évêque,"72, Sarthe, Pays de la Loire",72231,,,
72250,72,Sarthe,SMiDeN & Cybercentre,Rue Des Ecoles 72250 Parigné-l'Évêque,02 43 40 15 15,http://www.smiden.fr/site/?fbclid=IwAR1iEQzRVc3luyNOVWRKWleggSFgzCkOSHY6Ej1Uokl2BJCpahbnqyAiIUw,NR,mailto:contact@smiden.fr,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,Tout public,Tp,Non,,,47.93706,0.36016,Rue des Ecoles 72250 Parigné-l'Évêque,0.96,street,72231_0840,,Rue des Ecoles,,72250,Parigné-l'Évêque,"72, Sarthe, Pays de la Loire",72231,,,
72260,72,Sarthe,Cascade Marolles Les Braults Caf,15 Place De L'eglise 72260 Marolles-Les-Braults,02 43 97 37 88,Http://Www.Marolles-Les-Braults.Fr/Cascade/,NR,Cascade.Marolles@Orange.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,,48.251931,0.313491,15 Place de l'Eglise 72260 Marolles-les-Braults,0.95,housenumber,72189_0340_00015,15,Place de l'Eglise,,72260,Marolles-les-Braults,"72, Sarthe, Pays de la Loire",72189,72189,Marolles-les-Braults,
72260,72,Sarthe,Cyberbase Du Pays Marollais,7 Place Henri Coutard 72260 Marolles-Les-Braults,02 43 33 50 23,Http://Cc-Pays-Marollais.Com/Informations-Sur/Nos-Actions/Culture-Tourisme-Communication/Cyber-Base/,NR,Cyberbase@Cc-Pays-Marollais.Com,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,Tous publics,Tp,Non,,,48.252821,0.313691,7 Place Henri Coutard 72260 Marolles-les-Braults,0.95,housenumber,72189_0540_00007,7,Place Henri Coutard,,72260,Marolles-les-Braults,"72, Sarthe, Pays de la Loire",72189,72189,Marolles-les-Braults,
72260,72,Sarthe,EPN Maine Saosnois - Antenne Marolles,Antenne de Bonnétable 8 rue Mazagran 72110 Bonnétable,02 43 33 50 23 ,www.mainesaosnois.fr/culture/espace-numerique,Emmanuel Collet,cyber.marolles@mainesaonois.fr,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,Accès GratuitAtelier collectif 1€,G-CondP,Tous publics,Tp,Non,17/03/2020,,48.173676,0.427999,8 Rue Mazagran 72110 Bonnétable,0.57,housenumber,72039_0900_00008,8,Rue Mazagran,,72110,Bonnétable,"72, Sarthe, Pays de la Loire",72039,,,
